_id,EmpID,FirstName,LastName,Title,Supervisor,ADEmail,PayZone,EmployeeClassificationType,DepartmentType,DOB,State,GenderCode,Performance Score,Current Employee Rating,password
64f809ed579803c711d60e03,1025,Giovanni,Jenkins,Senior BI Developer,John Wallace,giovanni.jenkins@bilearner.com,Zone A,Temporary,Admin Offices,13-11-1960,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e04,1026,Alexis,Moss,Senior BI Developer,Benjamin Frederick,alexis.moss@bilearner.com,Zone A,Part-Time,Admin Offices,07-11-1950,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e05,1027,Joanna,Murphy,Senior BI Developer,Michael Ramos,joanna.murphy@bilearner.com,Zone A,Full-Time,Admin Offices,21-12-1962,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e06,1028,Joseph,Schmidt,Software Engineer,Donna Boone,joseph.schmidt@bilearner.com,Zone C,Part-Time,Software Engineering,22-10-2000,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e07,1029,Brittany,Hurley,Software Engineer,Jeffrey Johnston,brittany.hurley@bilearner.com,Zone B,Part-Time,Software Engineering,01-06-1979,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e08,1030,Niko,Hamilton,Software Engineer,Sarah King,niko.hamilton@bilearner.com,Zone C,Temporary,Software Engineering,06-07-1955,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e09,1031,Ruben,Martinez,Software Engineer,Cynthia Delgado,ruben.martinez@bilearner.com,Zone B,Temporary,Software Engineering,29-10-1972,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e0a,1032,Kiley,Haynes,Software Engineer,Dominique Bailey,kiley.haynes@bilearner.com,Zone C,Part-Time,Software Engineering,01-07-1954,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e0b,1033,Blaine,Brooks,Shared Services Manager,Teresa Meyer,blaine.brooks@bilearner.com,Zone B,Full-Time,Software Engineering,28-03-1997,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e0c,1034,Dennis,Livingston,Shared Services Manager,Sarah Carey,dennis.livingston@bilearner.com,Zone C,Part-Time,Software Engineering,08-12-1977,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e0d,1035,Case,Russell,Senior BI Developer,Taylor Wright,case.russell@bilearner.com,Zone A,Temporary,Admin Offices,16-02-1979,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e0e,1036,Kody,Jimenez,Senior BI Developer,Daniel Moore,kody.jimenez@bilearner.com,Zone A,Part-Time,Admin Offices,08-08-1993,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e0f,1037,Zoe,Colon,Software Engineer,Stacey Vargas,zoe.colon@bilearner.com,Zone C,Full-Time,Software Engineering,27-07-1993,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e10,1038,Courtney,Cowan,Software Engineer,Beth Anderson,courtney.cowan@bilearner.com,Zone B,Part-Time,Software Engineering,04-05-1971,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e11,1039,Nolan,Perez,Software Engineer,Joshua Daniels,nolan.perez@bilearner.com,Zone B,Part-Time,Software Engineering,17-11-1982,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e12,1040,Katrina,Farrell,Software Engineer,Mark Mays,katrina.farrell@bilearner.com,Zone A,Part-Time,Software Engineering,25-04-1972,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e13,1041,Camden,Kelly,Software Engineer,Brandon Ortiz,camden.kelly@bilearner.com,Zone A,Full-Time,Software Engineering,04-11-1976,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e14,1042,Milo,Hood,Software Engineer,Cheryl Swanson,milo.hood@bilearner.com,Zone B,Temporary,Software Engineering,18-08-1942,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e15,1043,Kale,Lang,Shared Services Manager,Matthew Patel,kale.lang@bilearner.com,Zone C,Part-Time,Software Engineering,16-12-1955,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e16,1044,Shyanne,Stark,Shared Services Manager,Jennifer Adams,shyanne.stark@bilearner.com,Zone A,Temporary,Software Engineering,16-09-1956,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e17,1045,Elliott,Ashley,Senior BI Developer,Kelly Williams,elliott.ashley@bilearner.com,Zone C,Temporary,Admin Offices,10-06-1963,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e18,1046,Genesis,Todd,Software Engineer,Jose Daniel,genesis.todd@bilearner.com,Zone A,Temporary,Software Engineering,17-11-1962,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e19,1047,Sincere,Jimenez,Software Engineer,Vanessa Ramirez,sincere.jimenez@bilearner.com,Zone A,Part-Time,Software Engineering,24-11-1947,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e1a,1048,Stephen,Daugherty,Software Engineer,Joshua Pittman,stephen.daugherty@bilearner.com,Zone A,Temporary,Software Engineering,19-07-1956,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e1b,1049,Demarion,Morrow,Software Engineer,Patricia Brewer,demarion.morrow@bilearner.com,Zone B,Part-Time,Software Engineering,26-09-1954,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e1c,1050,Steven,Schneider,Software Engineer,Jerry Suarez,steven.schneider@bilearner.com,Zone B,Temporary,Software Engineering,04-07-1993,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e1d,1051,Devon,Hinton,Software Engineer,Allison York,devon.hinton@bilearner.com,Zone C,Part-Time,Software Engineering,29-04-1981,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e1e,1052,Jacquelyn,Johns,Shared Services Manager,Christopher Romero,jacquelyn.johns@bilearner.com,Zone B,Part-Time,Software Engineering,21-06-1980,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e1f,1053,Blaine,Keith,Shared Services Manager,Timothy Hansen,blaine.keith@bilearner.com,Zone C,Full-Time,Software Engineering,25-07-1947,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e20,1054,Phillip,Salazar,Software Engineer,Christopher Romero,phillip.salazar@bilearner.com,Zone A,Full-Time,Software Engineering,10-05-1993,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e21,1055,Chaz,Webb,Software Engineer,Alec Hernandez,chaz.webb@bilearner.com,Zone C,Full-Time,Software Engineering,24-11-1995,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e22,1056,Desmond,Anderson,Software Engineer,Kari Bishop,desmond.anderson@bilearner.com,Zone C,Temporary,Software Engineering,01-09-1943,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e23,1057,Sophie,Decker,Software Engineer,Justin Grant,sophie.decker@bilearner.com,Zone A,Full-Time,Software Engineering,27-10-1998,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e24,1058,Lena,Bryan,Software Engineer,Sarah Sims,lena.bryan@bilearner.com,Zone C,Temporary,Software Engineering,13-03-1942,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e25,1059,Kelsie,Mccormick,Software Engineer,Emily Brennan,kelsie.mccormick@bilearner.com,Zone C,Full-Time,Software Engineering,23-05-1974,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e26,1060,Frida,Livingston,Shared Services Manager,Sandra Black,frida.livingston@bilearner.com,Zone B,Full-Time,Software Engineering,05-02-1976,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e27,1061,Isai,Alvarado,Shared Services Manager,Laura Norman,isai.alvarado@bilearner.com,Zone C,Part-Time,Software Engineering,21-05-1993,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e28,1062,Travis,Vasquez,Software Engineer,Amanda Hale,travis.vasquez@bilearner.com,Zone A,Part-Time,Software Engineering,03-11-1969,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e29,1063,Jazlene,Maynard,Software Engineer,James Baker,jazlene.maynard@bilearner.com,Zone B,Temporary,Software Engineering,19-04-1945,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e2a,1064,Wyatt,Donovan,Software Engineer,Terry Durham,wyatt.donovan@bilearner.com,Zone A,Part-Time,Software Engineering,24-02-1987,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e2b,1065,Nathaly,Cooper,Software Engineer,Erik Simon,nathaly.cooper@bilearner.com,Zone C,Temporary,Software Engineering,26-06-1995,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e2c,1066,Gage,Weeks,Software Engineer,Summer Moreno,gage.weeks@bilearner.com,Zone C,Temporary,Software Engineering,23-04-1981,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e2d,1067,Gavin,Frye,Software Engineer,Carla Cox,gavin.frye@bilearner.com,Zone A,Temporary,Software Engineering,07-12-1948,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e2e,1068,Amber,Ross,Software Engineer,Mary Mendoza,amber.ross@bilearner.com,Zone B,Part-Time,Software Engineering,24-12-1998,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e2f,1069,Wyatt,Edwards,Shared Services Manager,Cassandra Smith,wyatt.edwards@bilearner.com,Zone B,Part-Time,Software Engineering,13-09-1975,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e30,1070,Karla,Reed,Shared Services Manager,Warren Baker,karla.reed@bilearner.com,Zone C,Temporary,Software Engineering,04-11-1998,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e31,1071,Yadira,Mcmillan,Software Engineer,Amy Bell,yadira.mcmillan@bilearner.com,Zone A,Part-Time,Software Engineering,23-06-1968,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e32,1072,Fernando,Mcconnell,Software Engineer,Teresa Lopez,fernando.mcconnell@bilearner.com,Zone C,Part-Time,Software Engineering,20-01-1977,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e33,1073,Sean,Bean,Software Engineer,Kimberly Holland,sean.bean@bilearner.com,Zone A,Full-Time,Software Engineering,24-09-1998,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e34,1074,Lilianna,Mccall,Software Engineer,Robert Garcia,lilianna.mccall@bilearner.com,Zone A,Temporary,Software Engineering,08-07-1983,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e35,1075,Salvador,Thomas,Software Engineer,Nicholas Martinez,salvador.thomas@bilearner.com,Zone B,Full-Time,Software Engineering,23-04-1968,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e36,1076,Jair,Silva,Software Engineer,Carlos Barnes,jair.silva@bilearner.com,Zone C,Part-Time,Software Engineering,28-01-1943,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e37,1077,Derek,Moreno,Software Engineer,Allison Jacobs,derek.moreno@bilearner.com,Zone B,Temporary,Software Engineering,10-05-1992,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e38,1078,Litzy,Conner,Software Engineer,Angela Ramsey,litzy.conner@bilearner.com,Zone C,Temporary,Software Engineering,19-03-1997,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e39,1079,Joanna,Burnett,Shared Services Manager,Malik Smith,joanna.burnett@bilearner.com,Zone B,Full-Time,Software Engineering,11-04-2000,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e3a,1080,Abdullah,Frederick,Shared Services Manager,Jessica Lewis,abdullah.frederick@bilearner.com,Zone C,Full-Time,Software Engineering,04-08-1988,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e3b,1081,Armani,Porter,Software Engineer,Kayla Ibarra,armani.porter@bilearner.com,Zone B,Part-Time,Software Engineering,24-08-1965,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e3c,1082,Taylor,Sanders,Software Engineer,Ryan Mathews,taylor.sanders@bilearner.com,Zone B,Part-Time,Software Engineering,03-03-1976,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e3d,1083,Iliana,Randall,Software Engineer,Melissa Scott,iliana.randall@bilearner.com,Zone A,Full-Time,Software Engineering,09-01-1963,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e3e,1084,Luke,Henderson,Software Engineer,Robert Schmitt,luke.henderson@bilearner.com,Zone C,Part-Time,Software Engineering,12-08-1989,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e3f,1085,Madelyn,Lambert,Software Engineer,Patricia Wallace,madelyn.lambert@bilearner.com,Zone B,Full-Time,Software Engineering,10-03-1952,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e40,1086,Ava,Pace,Software Engineer,Justin Young,ava.pace@bilearner.com,Zone A,Temporary,Software Engineering,30-07-1973,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e41,1087,Delaney,Bruce,Software Engineer,Robert Salinas,delaney.bruce@bilearner.com,Zone A,Part-Time,Software Engineering,05-08-1974,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e42,1088,Jair,Bullock,Software Engineer,Mary Anderson,jair.bullock@bilearner.com,Zone B,Part-Time,Software Engineering,08-04-1991,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e43,1089,Kayla,Farrell,Software Engineer,Jennifer Stevens,kayla.farrell@bilearner.com,Zone A,Temporary,Software Engineering,29-04-1953,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e44,1090,Taylor,Gamble,Shared Services Manager,Jennifer Murphy,taylor.gamble@bilearner.com,Zone C,Full-Time,Software Engineering,28-08-1965,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e45,1091,Carl,Desimone,Production Technician I,Daniel Booth,carl.desimone@bilearner.com,Zone B,Temporary,Production       ,26-08-1986,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e46,1092,Sophia,Theamstern,Production Technician I,Martin Jackson,sophia.theamstern@bilearner.com,Zone C,Full-Time,Production       ,27-01-1970,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e47,1093,Kara,Harrison,Production Technician I,Elizabeth Richards,kara.harrison@bilearner.com,Zone B,Part-Time,Production       ,26-04-1979,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e48,1094,Ming,Huynh,Production Technician II,Jose Bray,ming.huynh@bilearner.com,Zone A,Full-Time,Production       ,18-03-1994,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e49,1095,Karen,Mancuso,Production Technician II,Jamie Frye,karen.mancuso@bilearner.com,Zone A,Temporary,Production       ,28-11-1941,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e4a,1096,Linda,Anderson,Production Technician I,Adam Hunt,linda.anderson@bilearner.com,Zone C,Part-Time,Production       ,11-01-1973,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e4b,1097,Nilson,Fernandes,Production Technician I,Jeffrey Saunders,nilson.fernandes@bilearner.com,Zone B,Part-Time,Production       ,02-08-1999,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e4c,1098,Alain,Robinson,Production Technician I,Stephanie Griffin,alain.robinson@bilearner.com,Zone A,Temporary,Production       ,10-01-1993,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e4d,1099,Seffi,Shields,Production Technician I,Robert Sullivan,seffi.shields@bilearner.com,Zone A,Part-Time,Production       ,24-12-1971,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e4e,1100,Horia,Ndzi,Production Technician I,Charles Delacruz,horia.ndzi@bilearner.com,Zone C,Temporary,Production       ,10-05-1964,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e4f,1101,Evelyn,Girifalco,Production Technician I,John Alvarez,evelyn.girifalco@bilearner.com,Zone A,Part-Time,Production       ,19-03-1944,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e50,1102,Ermine,Pelletier,Production Technician II,Margaret Lee,ermine.pelletier@bilearner.com,Zone A,Part-Time,Production       ,19-09-1953,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e51,1103,Samuel,MacLennan,Production Technician I,Chad Moreno,samuel.maclennan@bilearner.com,Zone C,Temporary,Production       ,02-04-1957,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e52,1104,Sean,Bernstein,Production Technician I,Matthew West,sean.bernstein@bilearner.com,Zone C,Temporary,Production       ,14-09-1995,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e53,1105,Shakira,Perry,Production Technician I,Mark Jacobs,shakira.perry@bilearner.com,Zone A,Full-Time,Production       ,11-10-1948,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e54,1106,Michael J,Fitzpatrick,Production Technician II,Isaac Long,michael j.fitzpatrick@bilearner.com,Zone B,Temporary,Production       ,01-01-1995,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e55,1107,Cybil,Trzeciak,Production Technician II,Amanda Marshall,cybil.trzeciak@bilearner.com,Zone A,Part-Time,Production       ,09-02-1992,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e56,1108,Barry,Wilber,Production Technician I,Danielle Jones,barry.wilber@bilearner.com,Zone A,Full-Time,Production       ,18-04-1969,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e57,1109,Enola,Chivukula,Production Technician I,Timothy Moore,enola.chivukula@bilearner.com,Zone C,Part-Time,Production       ,01-10-1981,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e58,1110,Joelle,Burke,Production Technician II,Joshua Vasquez,joelle.burke@bilearner.com,Zone B,Temporary,Production       ,05-05-1987,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e59,1111,Alexandra,Kirill,Production Technician I,Mark Hernandez,alexandra.kirill@bilearner.com,Zone A,Part-Time,Production       ,31-05-1952,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e5a,1112,Celeste,Johnson,Production Technician I,Kristi Andrews,celeste.johnson@bilearner.com,Zone A,Part-Time,Production       ,15-07-1975,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e5b,1113,Nathalia,Hendrix,Production Technician I,Kenneth Carter,nathalia.hendrix@bilearner.com,Zone B,Part-Time,Production       ,03-09-1976,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e5c,1114,Justus,Bowen,Production Technician I,John Smith,justus.bowen@bilearner.com,Zone C,Part-Time,Production       ,31-12-1960,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e5d,1115,Marcus,Bender,Production Technician I,Bradley Butler,marcus.bender@bilearner.com,Zone A,Part-Time,Production       ,19-02-1997,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e5e,1116,Ryker,Logan,Production Technician I,Ryan Jenkins,ryker.logan@bilearner.com,Zone A,Full-Time,Production       ,10-08-1984,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e5f,1117,Payten,Middleton,Production Technician I,Dennis Martinez,payten.middleton@bilearner.com,Zone C,Temporary,Production       ,23-08-1997,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e60,1118,Harrison,Hunt,Production Technician I,Stephen Parks,harrison.hunt@bilearner.com,Zone B,Temporary,Production       ,29-02-1976,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e61,1119,Orlando,Henderson,Production Technician I,Brenda Garza DDS,orlando.henderson@bilearner.com,Zone C,Part-Time,Production       ,31-12-1994,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e62,1120,Darian,Potts,Production Technician I,Ms. Diane Bradshaw DVM,darian.potts@bilearner.com,Zone B,Temporary,Production       ,20-09-1968,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e63,1121,Isabela,Collins,Production Manager,Alyssa Gill,isabela.collins@bilearner.com,Zone C,Full-Time,Production       ,29-05-1981,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e64,1122,Sierra,Macias,Production Manager,Miss Haley Duke DVM,sierra.macias@bilearner.com,Zone C,Part-Time,Production       ,13-11-1975,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e65,1123,Giuliana,Farmer,Production Manager,Barbara Gardner,giuliana.farmer@bilearner.com,Zone B,Full-Time,Production       ,06-11-1965,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e66,1124,Pierce,Robbins,Production Manager,Monique Hudson DDS,pierce.robbins@bilearner.com,Zone A,Full-Time,Production       ,17-06-1986,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e67,1125,Lamont,Bridges,Production Technician II,Angela Peterson,lamont.bridges@bilearner.com,Zone B,Part-Time,Production       ,05-05-1991,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e68,1126,Gretchen,Richard,Production Technician II,Tony Pratt,gretchen.richard@bilearner.com,Zone C,Temporary,Production       ,27-10-1959,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e69,1127,Axel,Hart,Production Technician II,Keith Lyons,axel.hart@bilearner.com,Zone A,Full-Time,Production       ,28-03-2001,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e6a,1128,Emma,Escobar,Production Technician II,Kevin Calderon,emma.escobar@bilearner.com,Zone B,Part-Time,Production       ,20-06-1957,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e6b,1129,Maximilian,Craig,Production Technician II,Laura Reid,maximilian.craig@bilearner.com,Zone B,Part-Time,Production       ,17-05-1956,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e6c,1130,Erik,Padilla,Production Technician I,Stacey Fowler,erik.padilla@bilearner.com,Zone A,Part-Time,Production       ,17-02-1997,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e6d,1131,Gilbert,Duffy,Production Technician I,Stephen Hebert,gilbert.duffy@bilearner.com,Zone B,Part-Time,Production       ,22-03-1995,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e6e,1132,Raymond,Ayers,Production Technician I,James Burgess,raymond.ayers@bilearner.com,Zone B,Full-Time,Production       ,04-11-1963,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e6f,1133,Vincent,Wyatt,Production Technician I,Jordan Robinson,vincent.wyatt@bilearner.com,Zone B,Part-Time,Production       ,20-11-1949,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e70,1134,Micah,Stanley,Production Technician I,Matthew Baker,micah.stanley@bilearner.com,Zone C,Temporary,Production       ,07-09-1996,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e71,1135,Evan,Chen,Production Technician I,Anita Dudley,evan.chen@bilearner.com,Zone A,Temporary,Production       ,30-08-1964,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e72,1136,Serenity,Thornton,Production Technician I,Marilyn Cook,serenity.thornton@bilearner.com,Zone A,Temporary,Production       ,27-03-1946,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e73,1137,Talan,Rivas,Production Technician I,Brian Hamilton,talan.rivas@bilearner.com,Zone C,Part-Time,Production       ,28-02-1954,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e74,1138,Calvin,Braun,Production Technician I,David Park,calvin.braun@bilearner.com,Zone B,Temporary,Production       ,02-08-1983,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e75,1139,Cale,Bender,Production Technician I,Victoria Campbell,cale.bender@bilearner.com,Zone A,Temporary,Production       ,11-04-1953,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e76,1140,Kirsten,Vance,Production Technician I,Anthony Steele,kirsten.vance@bilearner.com,Zone C,Full-Time,Production       ,11-08-1988,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e77,1141,Cade,Cox,Production Technician I,Terry Henson,cade.cox@bilearner.com,Zone A,Full-Time,Production       ,14-08-1941,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e78,1142,Ibrahim,Wolfe,Production Manager,Katie Lucas,ibrahim.wolfe@bilearner.com,Zone B,Temporary,Production       ,10-11-1992,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e79,1143,Elianna,Schmitt,Production Manager,Margaret Gamble,elianna.schmitt@bilearner.com,Zone A,Full-Time,Production       ,20-06-1942,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e7a,1144,Colby,Wolfe,Production Manager,Heidi Wang,colby.wolfe@bilearner.com,Zone B,Part-Time,Production       ,16-04-1963,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e7b,1145,Autumn,Barrera,Production Technician II,David Moore,autumn.barrera@bilearner.com,Zone B,Full-Time,Production       ,04-03-1948,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e7c,1146,Emmalee,Cervantes,Production Technician II,Richard Harvey,emmalee.cervantes@bilearner.com,Zone C,Part-Time,Production       ,10-11-1963,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e7d,1147,Ernest,Willis,Production Technician II,Lisa Shaw,ernest.willis@bilearner.com,Zone B,Full-Time,Production       ,30-09-1943,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e7e,1148,Jaxon,Anderson,Production Technician II,Christopher Adams,jaxon.anderson@bilearner.com,Zone A,Temporary,Production       ,22-06-1943,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e7f,1149,Precious,Caldwell,Production Technician II,Brittany Brown,precious.caldwell@bilearner.com,Zone C,Temporary,Production       ,17-09-1941,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e80,1150,Yahir,Serrano,Production Technician I,Riley Schultz,yahir.serrano@bilearner.com,Zone A,Full-Time,Production       ,03-04-1981,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e81,1151,Krystal,Peterson,Production Technician I,Bradley Mitchell,krystal.peterson@bilearner.com,Zone A,Part-Time,Production       ,29-06-1978,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e82,1152,Jadyn,Haley,Production Technician I,Misty Mcknight,jadyn.haley@bilearner.com,Zone A,Full-Time,Production       ,02-10-1963,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e83,1153,Davis,Roberts,Production Technician I,Brian Hudson,davis.roberts@bilearner.com,Zone A,Temporary,Production       ,20-10-1941,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e84,1154,Meadow,Avery,Production Technician I,Andrew Perez,meadow.avery@bilearner.com,Zone C,Part-Time,Production       ,01-11-1987,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e85,1155,Allyson,Owen,Production Technician I,Kimberly Marshall,allyson.owen@bilearner.com,Zone A,Temporary,Production       ,06-11-1951,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e86,1156,Francisco,Simon,Production Technician I,Ashley Washington,francisco.simon@bilearner.com,Zone A,Full-Time,Production       ,20-04-1980,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e87,1157,Trent,Christian,Production Technician I,Kristen Chan,trent.christian@bilearner.com,Zone A,Temporary,Production       ,18-03-1996,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e88,1158,Chaya,Boyd,Production Technician I,Sean Ellis,chaya.boyd@bilearner.com,Zone A,Full-Time,Production       ,04-07-1958,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e89,1159,Nehemiah,Rivas,Production Technician I,Jennifer Cox,nehemiah.rivas@bilearner.com,Zone A,Temporary,Production       ,03-06-1979,MA,Male,Fully Meets,3,123456
64f809ed579803c711d60e8a,1160,Wyatt,Spence,Production Technician I,Kevin Coleman,wyatt.spence@bilearner.com,Zone B,Full-Time,Production       ,10-09-1976,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e8b,1161,Abram,Fisher,Production Technician I,Brian Henderson,abram.fisher@bilearner.com,Zone B,Part-Time,Production       ,30-08-1954,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e8c,1162,Jayleen,Oconnell,Production Technician I,Alyssa Myers DVM,jayleen.oconnell@bilearner.com,Zone C,Temporary,Production       ,17-08-1983,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e8d,1163,Jordon,Meadows,Production Manager,Julie Griffin,jordon.meadows@bilearner.com,Zone A,Part-Time,Production       ,07-02-1996,MA,Female,Fully Meets,3,123456
64f809ed579803c711d60e8e,1164,Justice,Pineda,Production Manager,Curtis Fitzpatrick,justice.pineda@bilearner.com,Zone A,Part-Time,Production       ,25-10-1950,MA,Female,Fully Meets,3,123456
